,Year,Longitude,Latitude
12910,2007,-122.163031,37.771794
12911,2007,-122.23257199999999,37.794377000000004
12912,2007,-122.220803,37.786331
12913,2007,-122.17959599999999,37.765627
12914,2007,-122.15649099999999,37.738911
12915,2007,-122.18603300000001,37.835808
12916,2007,-122.17946299999998,37.748174
12917,2007,-122.17433899999999,37.773453
12918,2007,-122.188051,37.764173
12919,2007,-122.217199,37.840884
12920,2007,-122.16711399999998,37.762427
12921,2007,-122.18004499999999,37.748784
12922,2007,-122.26799199999999,37.794069
12923,2007,-122.247243,37.793447
12924,2007,-122.20411000000001,37.786883
12925,2007,-122.172269,37.752229
12926,2007,-122.19839499999999,37.775165
12927,2007,-122.17426499999999,37.742319
12928,2007,-122.17023300000001,37.757279
12929,2007,-122.197827,37.763276
12930,2007,-122.250729,37.818695
12931,2007,-122.150857,37.746901
12932,2007,-122.213109,37.772551
12933,2007,-122.199982,37.768066999999995
12934,2007,-122.27618500000001,37.815286
12935,2007,-122.18272900000001,37.753381
12936,2007,-122.266853,37.839397
12937,2007,-122.30255700000001,37.809277
12938,2007,-122.186241,37.756628000000006
12939,2007,-122.27043799999998,37.837593
12940,2007,-122.27811000000001,37.839193
12941,2007,-122.17284199999999,37.771768
12942,2007,-122.21702900000001,37.785748
12943,2007,-122.18790700000001,37.760665
12944,2007,-122.168352,37.761381
12945,2007,-122.220285,37.78678
12946,2007,-122.176976,37.7464
12947,2007,-122.27226200000001,37.822659
12948,2007,-122.21688400000001,37.782340999999995
12949,2007,-122.145576,37.77544
12950,2007,-122.152625,37.748325
12951,2007,-122.19458999999999,37.778773
12952,2007,-122.190327,37.761352
12953,2007,-122.174529,37.734468
12954,2007,-122.17471699999999,37.751627
12955,2007,-122.227595,37.795307
12956,2007,-122.18008,37.762984
12957,2007,-122.17100500000001,37.748466
12958,2007,-122.188879,37.791655
12959,2007,-122.200176,37.773297
12960,2007,-122.225536,37.783753999999995
12961,2007,-122.274556,37.829621
12962,2007,-122.207125,37.770579999999995
12963,2007,-122.255781,37.807826
12964,2007,-122.281993,37.817088
12965,2007,-122.18678999999999,37.784778
12966,2007,-122.193851,37.768775
12967,2007,-122.17433899999999,37.773453
12968,2007,-122.26765900000001,37.844015
12969,2007,-122.19603400000001,37.775773
12970,2007,-122.17858700000001,37.76051
12971,2007,-122.212584,37.782691
12972,2007,-122.235297,37.785328
12973,2007,-122.27018500000001,37.802494
12974,2007,-122.276331,37.816813
12975,2007,-122.281449,37.821652
12976,2007,-122.156282,37.768237
12977,2007,-122.17430900000001,37.759476
12978,2007,-122.206228,37.788070000000005
12979,2007,-122.271248,37.827932000000004
12980,2007,-122.267724,37.834858000000004
12981,2007,-122.282854,37.843914
12982,2007,-122.272026,37.82363
12983,2007,-122.21803,37.7819
12984,2007,-122.172901,37.765594
12985,2007,-122.214037,37.802277000000004
12986,2007,-122.161643,37.73827
12987,2007,-122.16265700000001,37.745228999999995
12988,2007,-122.20966899999999,37.773239000000004
12989,2007,-122.254677,37.81577
12990,2007,-122.16373,37.757324
12991,2007,-122.288634,37.822533
12992,2007,-122.16719099999999,37.744187
12993,2007,-122.27430600000001,37.835736
12994,2007,-122.26272800000001,37.850111
12995,2007,-122.17636599999999,37.771439
12996,2007,-122.27661,37.81317
12997,2007,-122.229831,37.793178000000005
12998,2007,-122.25190400000001,37.820541999999996
12999,2007,-122.191097,37.783423
13000,2007,-122.29564199999999,37.8134
13001,2007,-122.205749,37.790067
13002,2007,-122.212069,37.784202
13003,2007,-122.201752,37.795158
13004,2007,-122.18521399999999,37.759147999999996
13005,2007,-122.23281000000001,37.790884000000005
13006,2007,-122.211623,37.777772
13007,2007,-122.27978999999999,37.843315999999994
13008,2007,-122.28066299999999,37.820533000000005
13009,2007,-122.191097,37.783423
13010,2007,-122.20653100000001,37.789487
13011,2007,-122.15703899999998,37.770333
13012,2007,-122.16938799999998,37.75318
13013,2007,-122.190321,37.754814
13014,2007,-122.169909,37.738355
13015,2007,-122.299944,37.810054
13016,2007,-122.16623600000001,37.761790999999995
13017,2007,-122.159821,37.75233
13018,2007,-122.28510700000001,37.84872
13019,2007,-122.17874499999999,37.743739
13020,2007,-122.21036799999999,37.772107
13021,2007,-122.172684,37.767266
13022,2007,-122.172054,37.766138
13023,2007,-122.27729199999999,37.827054
13024,2007,-122.196573,37.765029999999996
13025,2007,-122.212659,37.799043
13026,2007,-122.189858,37.758615
13027,2007,-122.27231599999999,37.834134000000006
13028,2007,-122.193803,37.755579
13029,2007,-122.175964,37.726395000000004
13030,2007,-122.18009199999999,37.747707
13031,2007,-122.175873,37.773386
13032,2007,-122.225489,37.78648
13033,2007,-122.17248400000001,37.74292
13034,2007,-122.121857,37.754932000000004
13035,2007,-122.178377,37.754135999999995
13036,2007,-122.181722,37.761705
13037,2007,-122.286103,37.845546
13038,2007,-122.26896299999999,37.813751
13039,2007,-122.270983,37.825669
13040,2007,-122.18531100000001,37.755757
13041,2007,-122.29921200000001,37.809712
13042,2007,-122.182455,37.766034000000005
13043,2007,-122.19401699999999,37.773722
13044,2007,-122.25913,37.812340999999996
13045,2007,-122.171102,37.738563
13046,2007,-122.167745,37.762485
13047,2007,-122.219707,37.811215000000004
13048,2007,-122.15451399999999,37.748328
13049,2007,-122.166673,37.742183000000004
13050,2007,-122.18453600000001,37.757257
13051,2007,-122.197985,37.769551
13052,2007,-122.17175800000001,37.751543
13053,2007,-122.185783,37.735488000000004
13054,2007,-122.295786,37.810899
13055,2007,-122.187496,37.76207
13056,2007,-122.191115,37.753496999999996
13057,2007,-122.235901,37.779658000000005
13058,2007,-122.231532,37.794925
13059,2007,-122.161578,37.737309
13060,2007,-122.25821299999998,37.810583
13061,2007,-122.172069,37.753692
13062,2007,-122.172703,37.748945
13063,2007,-122.16975500000001,37.766458
13064,2007,-122.171922,37.764454
13065,2007,-122.193647,37.763096999999995
13066,2007,-122.18232900000001,37.766956
13067,2007,-122.27328100000001,37.822528999999996
13068,2007,-122.278479,37.823411
13069,2007,-122.17153,37.754263
13070,2007,-122.17426499999999,37.742319
13071,2007,-122.27126100000001,37.841444
13072,2007,-122.18656399999999,37.75642
13073,2007,-122.29489199999999,37.809782
13074,2007,-122.200534,37.837581
13075,2007,-122.163527,37.752804
13076,2007,-122.16906499999999,37.76595
13077,2007,-122.161395,37.739304
13078,2007,-122.28376599999999,37.80567
13079,2007,-122.211922,37.792733
13080,2007,-122.18566299999999,37.78485
13081,2007,-122.18083500000002,37.778803
13082,2007,-122.185905,37.760495
13083,2007,-122.274817,37.824296999999994
13084,2007,-122.23026599999999,37.789704
13085,2007,-122.198481,37.76546
13086,2007,-122.160852,37.747552
13087,2007,-122.271075,37.842166
13088,2007,-122.226919,37.792876
13089,2007,-122.298673,37.810984000000005
13090,2007,-122.163045,37.753103
13091,2007,-122.255781,37.807826
13092,2007,-122.21178300000001,37.77834
13093,2007,-122.228909,37.790526
13094,2007,-122.17198799999998,37.766596
13095,2007,-122.21128300000001,37.773221
13096,2007,-122.17299799999999,37.767365000000005
